

This is RAxML version 8.2.12 released by Alexandros Stamatakis on May 2018.

With greatly appreciated code contributions by:
Andre Aberer      (HITS)
Simon Berger      (HITS)
Alexey Kozlov     (HITS)
Kassian Kobert    (HITS)
David Dao         (KIT and HITS)
Sarah Lutteropp   (KIT and HITS)
Nick Pattengale   (Sandia)
Wayne Pfeiffer    (SDSC)
Akifumi S. Tanabe (NRIFS)
Charlie Taylor    (UF)


Alignment has 414 distinct alignment patterns

Proportion of gaps and completely undetermined characters in this alignment: 4.87%

RAxML rapid bootstrapping and subsequent ML search

Using 3 distinct models/data partitions with joint branch length optimization



Executing 1000 rapid bootstrap inferences and thereafter a thorough ML search 

All free model parameters will be estimated by RAxML
GAMMA model of rate heterogeneity, ML estimate of alpha-parameter

GAMMA Model parameters will be estimated up to an accuracy of 0.1000000000 Log Likelihood units

Partition: 0
Alignment Patterns: 115
Name: codon1
DataType: DNA
Substitution Matrix: GTR



Partition: 1
Alignment Patterns: 97
Name: codon2
DataType: DNA
Substitution Matrix: GTR



Partition: 2
Alignment Patterns: 202
Name: codon3
DataType: DNA
Substitution Matrix: GTR




RAxML was called as follows:

raxmlHPC-PTHREADS -s ../../RBD_nt-codon_aligned.fasta -n RBD_codon_tree_alt1.txt -m GTRGAMMA -f a -p 10 -N autoMRE -x 10 -T 8 -q ../../codon_partitions.txt -g constraint_alt1.txt 




The topologies of all Bootstrap and ML trees will adhere to the constraint tree specified in constraint_alt1.txt

Time for BS model parameter optimization 0.252658
Bootstrap[0]: Time 0.866760 seconds, bootstrap likelihood -8234.238478, best rearrangement setting 5
Bootstrap[1]: Time 0.471227 seconds, bootstrap likelihood -7966.682704, best rearrangement setting 14
Bootstrap[2]: Time 0.400639 seconds, bootstrap likelihood -8012.547218, best rearrangement setting 14
Bootstrap[3]: Time 0.386700 seconds, bootstrap likelihood -8279.829891, best rearrangement setting 9
Bootstrap[4]: Time 0.461587 seconds, bootstrap likelihood -7946.827742, best rearrangement setting 12
Bootstrap[5]: Time 0.462329 seconds, bootstrap likelihood -8055.652009, best rearrangement setting 10
Bootstrap[6]: Time 0.455772 seconds, bootstrap likelihood -8430.471176, best rearrangement setting 8
Bootstrap[7]: Time 0.416947 seconds, bootstrap likelihood -8244.408398, best rearrangement setting 6
Bootstrap[8]: Time 0.433700 seconds, bootstrap likelihood -7848.252419, best rearrangement setting 5
Bootstrap[9]: Time 0.375155 seconds, bootstrap likelihood -7865.827636, best rearrangement setting 11
Bootstrap[10]: Time 0.504992 seconds, bootstrap likelihood -7834.752791, best rearrangement setting 10
Bootstrap[11]: Time 0.458372 seconds, bootstrap likelihood -8367.991742, best rearrangement setting 14
Bootstrap[12]: Time 0.418284 seconds, bootstrap likelihood -7952.778823, best rearrangement setting 13
Bootstrap[13]: Time 0.478006 seconds, bootstrap likelihood -7998.833590, best rearrangement setting 10
Bootstrap[14]: Time 0.357386 seconds, bootstrap likelihood -8473.201422, best rearrangement setting 8
Bootstrap[15]: Time 0.411952 seconds, bootstrap likelihood -8448.572018, best rearrangement setting 12
Bootstrap[16]: Time 0.378629 seconds, bootstrap likelihood -8062.613410, best rearrangement setting 10
Bootstrap[17]: Time 0.450269 seconds, bootstrap likelihood -8208.682091, best rearrangement setting 6
Bootstrap[18]: Time 0.427653 seconds, bootstrap likelihood -8223.455339, best rearrangement setting 15
Bootstrap[19]: Time 0.395373 seconds, bootstrap likelihood -8273.450980, best rearrangement setting 14
Bootstrap[20]: Time 0.459769 seconds, bootstrap likelihood -8326.613977, best rearrangement setting 15
Bootstrap[21]: Time 0.402431 seconds, bootstrap likelihood -8104.773145, best rearrangement setting 11
Bootstrap[22]: Time 0.457402 seconds, bootstrap likelihood -8135.661426, best rearrangement setting 12
Bootstrap[23]: Time 0.528897 seconds, bootstrap likelihood -8027.621069, best rearrangement setting 12
Bootstrap[24]: Time 0.431916 seconds, bootstrap likelihood -8297.393566, best rearrangement setting 6
Bootstrap[25]: Time 0.423539 seconds, bootstrap likelihood -8381.818839, best rearrangement setting 9
Bootstrap[26]: Time 0.488960 seconds, bootstrap likelihood -7960.954726, best rearrangement setting 15
Bootstrap[27]: Time 0.457595 seconds, bootstrap likelihood -8585.601071, best rearrangement setting 12
Bootstrap[28]: Time 0.416741 seconds, bootstrap likelihood -7961.992726, best rearrangement setting 6
Bootstrap[29]: Time 0.454202 seconds, bootstrap likelihood -8130.730830, best rearrangement setting 6
Bootstrap[30]: Time 0.471883 seconds, bootstrap likelihood -8140.657868, best rearrangement setting 14
Bootstrap[31]: Time 0.456020 seconds, bootstrap likelihood -8295.044124, best rearrangement setting 11
Bootstrap[32]: Time 0.425437 seconds, bootstrap likelihood -7916.086611, best rearrangement setting 11
Bootstrap[33]: Time 0.458094 seconds, bootstrap likelihood -8269.455404, best rearrangement setting 5
Bootstrap[34]: Time 0.440440 seconds, bootstrap likelihood -8147.594817, best rearrangement setting 15
Bootstrap[35]: Time 0.443973 seconds, bootstrap likelihood -8106.855998, best rearrangement setting 7
Bootstrap[36]: Time 0.357843 seconds, bootstrap likelihood -8121.754100, best rearrangement setting 11
Bootstrap[37]: Time 0.378103 seconds, bootstrap likelihood -7978.400312, best rearrangement setting 7
Bootstrap[38]: Time 0.393404 seconds, bootstrap likelihood -7951.592712, best rearrangement setting 15
Bootstrap[39]: Time 0.479287 seconds, bootstrap likelihood -8006.426440, best rearrangement setting 10
Bootstrap[40]: Time 0.490970 seconds, bootstrap likelihood -8272.184749, best rearrangement setting 8
Bootstrap[41]: Time 0.364357 seconds, bootstrap likelihood -7901.367255, best rearrangement setting 14
Bootstrap[42]: Time 0.465380 seconds, bootstrap likelihood -8476.823146, best rearrangement setting 11
Bootstrap[43]: Time 0.457101 seconds, bootstrap likelihood -8082.846545, best rearrangement setting 11
Bootstrap[44]: Time 0.454997 seconds, bootstrap likelihood -8302.177351, best rearrangement setting 5
Bootstrap[45]: Time 0.426190 seconds, bootstrap likelihood -8014.503050, best rearrangement setting 15
Bootstrap[46]: Time 0.432055 seconds, bootstrap likelihood -8317.323403, best rearrangement setting 15
Bootstrap[47]: Time 0.393896 seconds, bootstrap likelihood -8384.035880, best rearrangement setting 9
Bootstrap[48]: Time 0.433029 seconds, bootstrap likelihood -8230.364344, best rearrangement setting 15
Bootstrap[49]: Time 0.474126 seconds, bootstrap likelihood -8252.481191, best rearrangement setting 10
Bootstrap[50]: Time 0.448453 seconds, bootstrap likelihood -8265.065669, best rearrangement setting 15
Bootstrap[51]: Time 0.395029 seconds, bootstrap likelihood -7939.856586, best rearrangement setting 11
Bootstrap[52]: Time 0.443275 seconds, bootstrap likelihood -7989.567658, best rearrangement setting 10
Bootstrap[53]: Time 0.448375 seconds, bootstrap likelihood -8281.328793, best rearrangement setting 13
Bootstrap[54]: Time 0.411152 seconds, bootstrap likelihood -7955.811169, best rearrangement setting 15
Bootstrap[55]: Time 0.423989 seconds, bootstrap likelihood -8223.205117, best rearrangement setting 6
Bootstrap[56]: Time 0.496183 seconds, bootstrap likelihood -8080.616720, best rearrangement setting 12
Bootstrap[57]: Time 0.407643 seconds, bootstrap likelihood -8074.490017, best rearrangement setting 12
Bootstrap[58]: Time 0.386873 seconds, bootstrap likelihood -7633.788071, best rearrangement setting 5
Bootstrap[59]: Time 0.410727 seconds, bootstrap likelihood -8057.891673, best rearrangement setting 9
Bootstrap[60]: Time 0.483903 seconds, bootstrap likelihood -8243.995981, best rearrangement setting 10
Bootstrap[61]: Time 0.390275 seconds, bootstrap likelihood -8322.272005, best rearrangement setting 11
Bootstrap[62]: Time 0.387187 seconds, bootstrap likelihood -8489.158953, best rearrangement setting 15
Bootstrap[63]: Time 0.447388 seconds, bootstrap likelihood -8227.176608, best rearrangement setting 11
Bootstrap[64]: Time 0.473712 seconds, bootstrap likelihood -8477.770232, best rearrangement setting 7
Bootstrap[65]: Time 0.455359 seconds, bootstrap likelihood -8307.581064, best rearrangement setting 11
Bootstrap[66]: Time 0.449689 seconds, bootstrap likelihood -8136.909692, best rearrangement setting 7
Bootstrap[67]: Time 0.389393 seconds, bootstrap likelihood -8340.964115, best rearrangement setting 8
Bootstrap[68]: Time 0.406823 seconds, bootstrap likelihood -8101.049984, best rearrangement setting 13
Bootstrap[69]: Time 0.373042 seconds, bootstrap likelihood -7645.974631, best rearrangement setting 12
Bootstrap[70]: Time 0.519685 seconds, bootstrap likelihood -7844.156938, best rearrangement setting 13
Bootstrap[71]: Time 0.459248 seconds, bootstrap likelihood -8195.705507, best rearrangement setting 6
Bootstrap[72]: Time 0.430624 seconds, bootstrap likelihood -8238.456508, best rearrangement setting 10
Bootstrap[73]: Time 0.473771 seconds, bootstrap likelihood -8020.027429, best rearrangement setting 12
Bootstrap[74]: Time 0.373835 seconds, bootstrap likelihood -8113.253126, best rearrangement setting 12
Bootstrap[75]: Time 0.322044 seconds, bootstrap likelihood -8397.424878, best rearrangement setting 12
Bootstrap[76]: Time 0.427483 seconds, bootstrap likelihood -7723.099191, best rearrangement setting 12
Bootstrap[77]: Time 0.438138 seconds, bootstrap likelihood -8272.590492, best rearrangement setting 11
Bootstrap[78]: Time 0.471872 seconds, bootstrap likelihood -8497.218966, best rearrangement setting 5
Bootstrap[79]: Time 0.342466 seconds, bootstrap likelihood -8477.115993, best rearrangement setting 8
Bootstrap[80]: Time 0.456263 seconds, bootstrap likelihood -8151.343490, best rearrangement setting 11
Bootstrap[81]: Time 0.400551 seconds, bootstrap likelihood -8096.376506, best rearrangement setting 13
Bootstrap[82]: Time 0.369638 seconds, bootstrap likelihood -8007.318964, best rearrangement setting 7
Bootstrap[83]: Time 0.390216 seconds, bootstrap likelihood -7954.903886, best rearrangement setting 8
Bootstrap[84]: Time 0.402956 seconds, bootstrap likelihood -7930.643118, best rearrangement setting 14
Bootstrap[85]: Time 0.409117 seconds, bootstrap likelihood -7969.285153, best rearrangement setting 9
Bootstrap[86]: Time 0.365910 seconds, bootstrap likelihood -8215.456846, best rearrangement setting 11
Bootstrap[87]: Time 0.348725 seconds, bootstrap likelihood -8249.105387, best rearrangement setting 9
Bootstrap[88]: Time 0.357027 seconds, bootstrap likelihood -8071.839690, best rearrangement setting 5
Bootstrap[89]: Time 0.376472 seconds, bootstrap likelihood -8182.709222, best rearrangement setting 13
Bootstrap[90]: Time 0.511083 seconds, bootstrap likelihood -8161.304349, best rearrangement setting 13
Bootstrap[91]: Time 0.386125 seconds, bootstrap likelihood -8394.794442, best rearrangement setting 9
Bootstrap[92]: Time 0.460024 seconds, bootstrap likelihood -8173.996456, best rearrangement setting 13
Bootstrap[93]: Time 0.425666 seconds, bootstrap likelihood -8218.589638, best rearrangement setting 15
Bootstrap[94]: Time 0.391634 seconds, bootstrap likelihood -8140.070322, best rearrangement setting 10
Bootstrap[95]: Time 0.374349 seconds, bootstrap likelihood -8389.846396, best rearrangement setting 10
Bootstrap[96]: Time 0.405661 seconds, bootstrap likelihood -8050.269173, best rearrangement setting 8
Bootstrap[97]: Time 0.406622 seconds, bootstrap likelihood -8097.862042, best rearrangement setting 14
Bootstrap[98]: Time 0.363647 seconds, bootstrap likelihood -8240.027409, best rearrangement setting 10
Bootstrap[99]: Time 0.398369 seconds, bootstrap likelihood -8044.447738, best rearrangement setting 13
Bootstrap[100]: Time 0.493069 seconds, bootstrap likelihood -8178.271950, best rearrangement setting 13
Bootstrap[101]: Time 0.367157 seconds, bootstrap likelihood -7962.818354, best rearrangement setting 6
Bootstrap[102]: Time 0.345451 seconds, bootstrap likelihood -8237.893493, best rearrangement setting 6
Bootstrap[103]: Time 0.423073 seconds, bootstrap likelihood -8324.884587, best rearrangement setting 8
Bootstrap[104]: Time 0.383779 seconds, bootstrap likelihood -8158.113128, best rearrangement setting 12
Bootstrap[105]: Time 0.373899 seconds, bootstrap likelihood -8292.393521, best rearrangement setting 6
Bootstrap[106]: Time 0.390392 seconds, bootstrap likelihood -7948.989732, best rearrangement setting 7
Bootstrap[107]: Time 0.376486 seconds, bootstrap likelihood -8070.888394, best rearrangement setting 9
Bootstrap[108]: Time 0.353240 seconds, bootstrap likelihood -8215.774486, best rearrangement setting 7
Bootstrap[109]: Time 0.328923 seconds, bootstrap likelihood -8153.744418, best rearrangement setting 14
Bootstrap[110]: Time 0.420713 seconds, bootstrap likelihood -8315.555248, best rearrangement setting 9
Bootstrap[111]: Time 0.401741 seconds, bootstrap likelihood -8003.345543, best rearrangement setting 5
Bootstrap[112]: Time 0.398237 seconds, bootstrap likelihood -8151.323612, best rearrangement setting 15
Bootstrap[113]: Time 0.353368 seconds, bootstrap likelihood -8149.401799, best rearrangement setting 6
Bootstrap[114]: Time 0.357351 seconds, bootstrap likelihood -7770.285105, best rearrangement setting 8
Bootstrap[115]: Time 0.360915 seconds, bootstrap likelihood -8242.090721, best rearrangement setting 9
Bootstrap[116]: Time 0.440379 seconds, bootstrap likelihood -7947.891768, best rearrangement setting 13
Bootstrap[117]: Time 0.425034 seconds, bootstrap likelihood -7961.697042, best rearrangement setting 10
